horizon,mse,rmse,mae,mape,mdape,smape,coverage
155 days,575.8690072578408,23.997270829363927,18.161819243752415,0.031262774927926826,0.021661789452947923,0.03175550955194911,0.7876712328767124
156 days,587.3830996369693,24.235987696749007,18.3971744909617,0.03174529880804982,0.021661789452947923,0.032213010425563855,0.7671232876712328
157 days,586.7636261047037,24.223204290611587,18.41390244134724,0.031757883568671624,0.021661789452947923,0.03223865100530866,0.7602739726027398
158 days,577.5896579520473,24.03309505561128,18.32197278162897,0.03165959106128044,0.021959005620903128,0.03210899221506835,0.7671232876712328
159 days,613.1660218590255,24.7621893591626,18.861867937192365,0.03277554360693205,0.022626650645803666,0.03313906109015816,0.7534246575342466
160 days,616.7096938567819,24.833640366583026,18.88114590294641,0.032785284841155296,0.022626650645803666,0.03315831395525591,0.7534246575342466
161 days,638.1679240232852,25.2619857498037,19.367131897098712,0.0336741675122407,0.022626650645803666,0.03403569500041754,0.7328767123287672
162 days,626.9491917544436,25.038953487604942,19.10797548435198,0.033260663244221826,0.022626650645803666,0.03360359697196176,0.7397260273972602
163 days,625.9504400201295,25.019001579202346,19.032013107778553,0.03312379608343811,0.022626650645803666,0.03346930983958991,0.7397260273972602
164 days,605.7767371366486,24.612532115502635,18.789313419165346,0.03275487429439233,0.022626650645803666,0.03307474557083102,0.7465753424657534
165 days,652.4465698926917,25.54303368616758,19.53232732215955,0.033954731623959206,0.028926195270465933,0.034339770109386665,0.7397260273972602
166 days,652.8234584592744,25.550410142682143,19.60051516461379,0.03404644364747135,0.029549474216280788,0.03444674375126086,0.7397260273972602
167 days,640.140189406386,25.300991866059046,19.19786670732449,0.03333153621813304,0.0232375235620653,0.0337344280265969,0.7397260273972602
168 days,618.1593332278251,24.86281024397333,18.798736643292212,0.032645606175003464,0.0232375235620653,0.03304513742360833,0.7465753424657534
169 days,595.6147013234273,24.405218731317024,18.15493983171657,0.03153445687962086,0.022626650645803666,0.03192347111045395,0.7534246575342466
170 days,621.657203068189,24.93305442716935,18.62793335722001,0.032300046341773254,0.022626650645803666,0.03273304751130597,0.7397260273972602
171 days,641.9542885012396,25.336816858106694,19.075472757979963,0.03325600405277319,0.0232375235620653,0.03361208048080451,0.7328767123287672
172 days,635.0468964748752,25.200136834447452,19.120658005975717,0.033352306638959786,0.0232375235620653,0.03370281883675403,0.7397260273972602
173 days,662.2216191075954,25.733667035764558,19.73348884610491,0.034359464806947376,0.028926195270465933,0.03475204239742887,0.7328767123287672
174 days,696.3425378938526,26.388303050667215,20.412294959072778,0.03546252365319127,0.029549474216280788,0.03590398491255763,0.726027397260274
175 days,713.2969788908464,26.707620240127092,20.887581826491573,0.036383742884485884,0.03018560500107351,0.03679105373314338,0.7123287671232876
